ChEMBL_ID,SMILES,pIC50
CHEMBL1922540,C#CCOP(C)(=O)OC(C(F)(F)F)C(F)(F)F,4.19
CHEMBL4781081,O=C(Nc1ccccc1)OCC1CCN(Cc2ccccc2)CC1,5.14
CHEMBL146158,Cn1cc[n+](COC[n+]2ccn(C)c2/C=N/O)c1/C=N/O,5.11
CHEMBL327100,COc1ccccc1CN1CCCCCCCCN(Cc2ccccc2OC)C(=O)CCCCCNCc2ccc(cc2)-c2ccc(cc2)CNCCCCCC1=O,5.47
CHEMBL238062,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CN1,5.51
CHEMBL3600554,CC1=CC2Cc3nc4ccccc4c(NCCCCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2,8.0
CHEMBL3360757,COC(=O)CC1=NO[C@@H]2CCCC[C@@H]2[C@H]1c1ccccc1,4.45
CHEMBL3642050,CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCNc3c4c(nc5ccc(Cl)cc35)CCCC4)cc12,7.4
CHEMBL3577524,CCN(CCCCCCOc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC,5.7
CHEMBL3310703,CC(=O)N1OC(C)(C)CC(c2ccccc2)=C1CN1C(=O)c2ccccc2C1=O,5.6
CHEMBL101518,CN(CCOCCNC(=S)NC(=O)c1ccc(Cl)cc1)Cc1ccccc1,7.52
CHEMBL3339000,CCCN(CCC)CCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,4.61
CHEMBL1084366,CCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)cc(-c4ccccc4)oc3c2)c1,7.17
CHEMBL190528,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,6.28
CHEMBL3356528,COc1ccc2nc3c(c(NCCNC4=CC(=O)c5ccccc5C4=O)c2c1)CCCC3,5.6
CHEMBL3356532,O=C1C=C(NCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)C(=O)c2ccccc21,8.71
CHEMBL3356950,COc1ccc2nc3c(c(NCCCNC4=C(Cl)C(=O)c5ccccc5C4=O)c2c1)CCCC3,6.09
CHEMBL3356951,O=C1C(Cl)=C(NCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)C(=O)c2ccccc21,8.49
CHEMBL601410,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCCCC[n+]1cccc2ccccc21,4.6
CHEMBL1762000,[Br-].[Br-].c1ccc(C[n+]2cccc3ccccc32)c(C[n+]2cccc3ccccc32)c1,4.46
CHEMBL187870,CCCCCCCNC(=O)Oc1cccc2c1OCC1CCN(C)C21,7.69
CHEMBL363557,CCNC(=O)Oc1cccc2c1CCC1CCN(C)C21,6.41
CHEMBL511948,CC(=O)c1c(-c2ccc(OCCCCCCCN(C)Cc3ccccc3)cc2)oc2ccccc12,4.76
CHEMBL3754739,COc1cccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCC4)oc12,6.0
CHEMBL3765093,Cc1ccc2c(c1)C1(C(=O)N2)C(C#N)=C(N)N2CC(C)(C)CNC2=C1[N+](=O)[O-],5.86
CHEMBL3786719,CN(C)S(=O)(=O)NC1CCc2ccc(O)cc2C1,7.43
CHEMBL3765162,N#CC1=C(N)N2CCNC2=C([N+](=O)[O-])C12C(=O)Nc1ccccc12,5.31
CHEMBL1257885,CCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2.Cl,7.0
CHEMBL4091651,Cc1cc2nc3c(nc2cc1C)C1(C(C#N)=C(N)N2CCCNC2=C1[N+](=O)[O-])c1ccccc1-3,5.24
CHEMBL4064904,CC1(C)CNC2=C([N+](=O)[O-])C3(C(C#N)=C(N)N2C1)c1ccccc1-c1nc2ccccc2nc13,5.37
CHEMBL4060800,N#CC1=C(N)N(Cc2ccccc2)C(NCc2ccccc2)=C([N+](=O)[O-])C12c1ccccc1-c1nc3ccc([N+](=O)[O-])cc3nc12,5.36
CHEMBL3754778,COc1cccc2cc(CN(CCCCCCNc3c4c(nc5ccccc35)CCCCC4)Cc3cc4cccc(OC)c4o3)oc12,5.99
CHEMBL1243268,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)COC(O3)O2)cc1,5.37
CHEMBL1243234,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)[C@@H]1N2Cc1ccccc1,5.45
CHEMBL1243388,O=C(Nc1ccccc1Cl)Oc1ccc2c(c1)CCCN2Cc1ccccc1,5.48
CHEMBL1243111,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(Cc3ccccc3)[C@@H]12,6.61
CHEMBL372279,CC(C)N(CCN1CC(=O)N(CCc2ccc(Cl)cc2Cl)CC1=O)C(C)C,4.7
CHEMBL542266,CN(C)C(=O)Oc1ccc2c(c1)C(N(C)C)CC2.Cl,5.67
CHEMBL3621322,CC[N+](CC)(CCCCCn1c(C)cc(=O)n(CCCCC[N+](CC)(CC)Cc2ccccc2[N+](=O)[O-])c1=O)Cc1ccccc1[N+](=O)[O-].[Br-].[Br-],9.85
CHEMBL1651043,C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C[C@H](O)[C@H]4[C@]5(C)CO[C@]4(C=C[C@@H]5NC(=O)c4ccccc4)CC3=CC[C@]12C)N(C)C,5.07
CHEMBL4295144,COc1cc2oc(C(=O)NCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,5.84
CHEMBL4287889,COc1ccc2oc(C(=O)NCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,5.44
CHEMBL427865,COc1cc2cc(-c3ccc(CN(C)Cc4cccc(C)c4)cc3)c(=O)oc2cc1OC,6.91
CHEMBL1643944,[Br-].[Br-].c1ccc2c[n+](CCCCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,7.3
CHEMBL1651248,O=C(CCC1CCN(Cc2ccc(F)cc2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,8.34
CHEMBL1651130,O=C(CCC1CCN(Cc2ccccc2)CC1)c1cc2c3c(c1)CCN3C(=O)CC2,8.01
CHEMBL1651135,O=C(CCC1CCN(Cc2ccc(Cl)cc2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,6.82
CHEMBL306179,Cc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)CCN4)CC2)c1,7.3
CHEMBL4292349,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3cccc([N+](=O)[O-])c3)CC2)cc(C(C)(C)C)c1O,5.46
CHEMBL4470448,Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(OCCCO)c4)CC3)cc2oc1=O,6.08
CHEMBL4459482,Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(CO[N+](=O)[O-])c4)CC3)cc2oc1=O,5.89
CHEMBL4291697,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(F)cc3F)CC2)cc(C(C)(C)C)c1O,5.75
CHEMBL597795,COc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)CC2,5.27
CHEMBL1084090,CCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,7.38
CHEMBL24519,C[C@]12CC[C@H](O)[C@@](C)(CO)C1C[C@H](O)[C@@]1(C)Oc3cc(-c4ccncc4)oc(=O)c3C(=O)C21,5.1
CHEMBL1083058,c1ccc(CN2CCC(Nc3ccc(-c4ccccc4)nn3)CC2)cc1,4.19
CHEMBL329733,CCN(CCOCCNC(=O)NCc1ccccc1)CC1CCCCC1,5.0
CHEMBL119634,COc1ccc2c(c1)CCCc1c-2nc2ccccc2c1N,4.16
CHEMBL1085277,COc1cc2c(cc1OC)CC(CC1CCN(c3ccccc3)CC1)=C2,5.36
CHEMBL1086245,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(C(=O)c3ccccc3)cc2)c1,8.27
CHEMBL307004,Clc1ccc2c(NCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c3c(nc2c1)CCCC3,10.15
CHEMBL307908,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCCC4)c3c(nc2c1)CCCCC3,8.57
CHEMBL389192,O=C(CCc1c[nH]c2ccccc12)NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,9.3
CHEMBL388551,CN(CCCNC(=O)CCc1c[nH]c2ccccc12)CCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,8.54
CHEMBL223714,O=C(NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1c[nH]c2ccccc12,7.34
CHEMBL189870,Cc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(N)cc2O)cc1,5.6
CHEMBL186349,Cc1c(/N=C/c2ccccc2O)cc2c(c1N)C(C)(C)CC2(C)C,4.8
CHEMBL64615,COc1cccc2c1Cc1c-2nc2ccccc2c1N,5.78
CHEMBL557586,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC.Cl.Cl,6.77
CHEMBL1761991,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCC[n+]1cccc2ccccc21,5.05
CHEMBL1761992,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCC[n+]1cccc2ccccc21,4.42
CHEMBL1761998,C(=C/C[n+]1cccc2ccccc21)\C[n+]1cccc2ccccc21.[Br-].[Br-],5.22
CHEMBL1762001,[Br-].[Br-].c1cc(C[n+]2cccc3ccccc32)cc(C[n+]2cccc3ccccc32)c1,4.4
CHEMBL359412,Cn1cc[n+](COCC2CCCCC2)c1/C=N/O.[Cl-],4.38
CHEMBL219550,COc1cc(C(=O)NCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,7.77
CHEMBL3233993,N#CC(c1ccc2c(c1)OCO2)N1CCCC1,4.29
CHEMBL271385,CC(C)(C)C(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2,7.67
CHEMBL590031,CO[P@@]1(=O)CC[C@H]2COC(=O)C2=C(C)O1,5.52
CHEMBL3884690,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21,8.21
CHEMBL513161,Cc1ccc(C2C3=C(CC(C)(C)CC3=O)Nc3nc4c(c(N)c32)CCCC4)cc1,6.17
CHEMBL3960861,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(Cl)c3)CC1)C2,6.94
CHEMBL171048,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc([N+](=O)[O-])cc3)CC1)C2,5.72
CHEMBL3910513,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccn3)CC1)C2,6.83
CHEMBL3928343,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(F)n3)CC1)C2,6.71
CHEMBL491358,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)c(OC)c1)CCCC3,7.35
CHEMBL4633540,C#CCNc1c2c(nc3ccccc13)CCCC2,7.29
CHEMBL108163,CN(C)Cc1ccc(CSCCNc2cc(Nc3ccccc3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,6.19
CHEMBL1788255,C#CCN(C)[C@H](C)Cc1cccc(OC(=O)N(C)CCCCCC)c1,5.7
CHEMBL4787011,CC(C)c1ccc(NC(=O)OCC2CCN(C3Cc4ccccc4C3)CC2)cc1,5.39
CHEMBL4800558,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(N)c(Cl)c3)CC2)nc1-c1ccccc1,7.1
CHEMBL87373,COc1cc2cc(C(=O)CCc3cc[n+](CC4CC4)cc3)sc2cc1OC.[Br-],6.96
CHEMBL251077,CC(=O)O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4,6.02
CHEMBL251076,COc1ccc2c3c1O[C@H]1C[C@H](O)C=C[C@@]31[C@H](O)CN(C)C2,5.04
CHEMBL199670,O=C(CCCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12,9.3
CHEMBL33642,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCC)C1C2,7.03
CHEMBL371276,COc1cc2ccnc3c2c(c1OC)COC3=O,4.71
CHEMBL4864954,Cl.Nc1c2c(nc3c(Cl)cc(Cl)cc13)CCC2,4.88
CHEMBL4857969,Cc1ccc2c(N)c3c(nc2c1)CCC3.Cl,6.46
CHEMBL62373,CCCN1CCCC(c2cccc(OC(=O)NC(C)C)c2)C1,5.0
CHEMBL4874487,COc1ccc(CN2CCC(c3oc4ccccc4c3C(=O)c3ccc(OC)c(OC)c3)CC2)cc1OC,4.17
CHEMBL362350,C=[N+]1N=C(CCC2CCN(Cc3ccccc3)CC2)c2ccccc21,6.47
CHEMBL59109,NC12CC(C(F)(F)F)=CC(Cc3nc(O)ccc31)/C2=C\C(F)(F)F,5.52
CHEMBL132377,COc1ccccc1CNCCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCNCc1ccccc1OC,6.51
CHEMBL4794549,COc1cc2c(cc1O)CCC(C)(CC(=O)NCCCCCCCNc1c3c(nc4ccccc14)CCCC3)O2,6.96
CHEMBL1771549,[Br-].[Br-].c1cc(C[N+]23CCC(CC2)CC3)cc(-c2cccc(C[N+]34CCC(CC3)CC4)c2)c1,6.21
CHEMBL153821,CC1CCCC(C)N1Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,5.35
CHEMBL1204162,Cl.O.c1ccc(CN2CCC(CCN=c3cc4c(n[nH]3)-c3ccccc3C4)CC2)cc1,7.13
CHEMBL188823,COc1cc2onc(CCC3CCN(Cc4ccccc4)CC3)c2cc1C,8.24
CHEMBL1161714,Nc1c2c(nc3cccc(F)c13)C1CC(C2)C1,7.54
CHEMBL1080814,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc(Br)cs1,6.75
CHEMBL544637,CNC1CCc2ccc(OC(=O)N(C)C)cc21.Cl,5.97
CHEMBL383242,COc1ccc(CC2=[N+](C)CCc3cc(OC)c(OC)cc32)cc1OC,5.26
CHEMBL207931,COc1ccc(C(O)c2nccc3cc(OC)c(OC)cc23)cc1OC,4.97
CHEMBL345847,CN1CCC(CCN2C(=O)c3ccccc3C2=O)CC1,9.05
CHEMBL3215816,Cc1ccc2ccc(CNCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(O)c2n1.Cl.Cl,9.3
CHEMBL3319256,Cn1ncc2cc(C(=O)Nc3ccc(Cl)c(Cl)c3)ccc21,4.11
CHEMBL4589250,Oc1ccc(CCOCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1O,6.27
CHEMBL4562938,COc1ccc(CN2CCC(Nc3nc(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)s3)CC2)cc1,6.11
CHEMBL4593917,N#Cc1ccc(CN2CCC(Nc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)cc1,5.99
CHEMBL4592283,O=C(Nc1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)s1)C1CCN(Cc2ccccc2C(F)(F)F)CC1,5.56
CHEMBL4535748,Cc1ccc(-c2nc(NC(=O)C3CCN(Cc4ccc(C#N)cc4)CC3)sc2-c2ccc(C)cc2)cc1,5.89
CHEMBL4573793,Cc1ccc(-c2nc(NC(=O)C3CCN(Cc4c(F)cccc4Cl)CC3)sc2-c2ccc(C)cc2)cc1,5.54
CHEMBL139353,Nc1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,8.06
CHEMBL1084256,O=C(Nc1ccccc1)c1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,8.66
CHEMBL138442,Nc1cccc2c1C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,7.96
CHEMBL99605,CN(CCOCCNC(=S)NC1CCCCC1)Cc1ccccc1,5.85
CHEMBL1084096,c1ccc2c(NCCCCCCCCNc3ccncc3)c3c(nc2c1)CCCC3,7.87
CHEMBL4459500,Cl.Cl.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCNc1c2c(nc3ccccc13)CCCC2,6.14
CHEMBL4438120,Cl.Cl.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCNc1c2c(nc3ccccc13)CCCC2,6.24
CHEMBL317162,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2Cc1ccccc1,5.55
CHEMBL4781117,O=C(NCCCNc1c2c(nc3ccccc13)CCCC2)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CC1,6.51
CHEMBL545797,C#CCN(CC)C1CCc2ccc(OC(=O)N(C)C)cc21.Cl,4.75
CHEMBL325740,COc1ccccc1CN1CCCCCCCCN(Cc2ccccc2OC)C(=O)CCCCCNCc2cccc(c2)Cc2cccc(c2)CNCCCCCC1=O,5.21
CHEMBL413549,CCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C2C1,6.9
CHEMBL552832,Cl.O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,6.52
CHEMBL542016,C#CCN(C)C1CCc2c(OC(=O)N(C)CC)cccc21.Cl,4.83
CHEMBL4798336,C=CC[N+]1(C)CCN(c2ccc(/C=C3\Cc4cc(OC)c(OC)cc4C3=O)cc2)CC1.[Cl-],6.37
CHEMBL4794250,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(OCCN[N+]3(C)CCN(c4ccc(/C=C5\Cc6cc(OC)c(OC)cc6C5=O)cc4)CC3)cc1)C2.[Br-],4.62
CHEMBL474268,Clc1ccc2c(NCCCNCCCCCCOc3cccc4[nH]c5ccccc5c34)c3c(nc2c1)CCCC3,8.59
CHEMBL139685,CN[C@H]1CC[C@@]2(C)C(CC[C@H]3[C@@H]4CC[C@H]([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]32)C1,5.21
CHEMBL1203985,CC[N+](CC)(CC)CCOc1ccc(C(=O)NCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc1.Cl.[Br-],8.12
CHEMBL219264,COc1cc(CCC(=O)NCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,8.08
CHEMBL1834806,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCc1cc(OC)c2oc(-c3ccc4c(c3)OCO4)cc2c1,5.77
CHEMBL1819174,O=c1c2ccc(OCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2oc2ncccc12,6.55
CHEMBL1773482,CCN(CC)CCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,7.6
CHEMBL1773486,CCN(CC)CCCCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,6.84
CHEMBL1773487,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCCCN3CCCCC3)cc2)cc1,6.84
CHEMBL187404,[Br-].[Br-].c1cc(C[n+]2ccc(N3CCCCC3)cc2)cc(-c2cccc(C[n+]3ccc(N4CCCCC4)cc3)c2)c1,7.22
CHEMBL2237998,CC(C)Cc1cc(N)c2c(C(F)(F)F)cc(-c3ccccc3)nc2n1,4.72
CHEMBL2237994,Nc1cc(-c2ccc(Cl)cc2)nc2nc(-c3ccccc3)cc(C(F)(F)F)c12,6.28
CHEMBL4168710,COc1ccccc1CNCCCCCOC(=O)Nc1cc(Cl)nc(Cl)c1,5.21
CHEMBL158232,CC1CCN(Cc2ccccc2)CC1,8.28
CHEMBL1773478,CCN(CC)CC(=O)Nc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,6.68
CHEMBL1773480,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(NC(=O)CN3CCOCC3)cc2)cc1,6.14
CHEMBL192953,CCN(CC)CCN1CC(=O)N(CCc2ccccc2)CC1=O,4.7
CHEMBL3425889,C[n+]1c(/C=C/c2ccccc2)ccc2ccccc21.[I-],5.37
CHEMBL4172510,O=C(Nc1ccncc1Br)OCCCCCNCc1ccccc1,5.39
CHEMBL209392,N#Cc1ccccc1-c1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,7.13
CHEMBL59074,COc1ccc(C(=O)CCc2cccc([N+](C)(C)Cc3ccccc3)c2)cc1OC.[Br-],5.98
CHEMBL4069472,Cc1ccc(-c2c3ccccc3[n+](C)c3ccccc23)cc1.F[B-](F)(F)F,4.38
CHEMBL4065259,CN1c2ccccc2C(N2CCSCC2)c2ccccc21,4.93
CHEMBL4075825,CN1c2ccccc2C(n2cncn2)c2ccccc21,4.73
CHEMBL4088659,CN1c2ccccc2C(n2nnc3ccccc32)c2ccccc21,4.91
CHEMBL59192,C=CC[N+](C)(C)c1cccc(OC(C)=O)c1.[Br-],6.0
CHEMBL440526,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,7.43
CHEMBL3786442,CN(C)S(=O)(=O)N[C@H]1CCc2cc(O)ccc2C1,7.55
CHEMBL4533477,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,8.57
CHEMBL158174,Cc1ccccc1CN1CCC(C)CC1,8.0
CHEMBL13522,CN(C)Cc1ccc(CSCc2ccc(CN(C)C)o2)o1,4.36
CHEMBL535812,CCC1=CC2Cc3nc4ccccc4c(NCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl.Cl,9.09
CHEMBL357843,CC(OC[n+]1ccn(C)c1/C=N/O)C1CCCCC1.[Cl-],4.58
CHEMBL610779,COc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,6.2
CHEMBL604096,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)CC2,6.75
CHEMBL598824,CCN(CC)CCCCCCCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,6.29
CHEMBL597001,CCN(CC)CCCOc1ccc2c(c1)C/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O,5.79
CHEMBL604715,CCN(CC)CCOc1ccc2c(c1)C/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O,5.54
CHEMBL1288822,COc1ccc(C2C(c3ccccc3)NC3(C(=O)Nc4ccccc43)C23Cc2cc(OC)c(OC)cc2C3=O)cc1OC,5.28
CHEMBL140770,COc1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,8.1
CHEMBL128863,CCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,7.89
CHEMBL336297,CCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,7.55
CHEMBL4453905,CCOc1ccc(Cc2nc3cc(C(=O)NCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1,8.1
CHEMBL4545532,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CCCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1,7.2
CHEMBL4555887,CCOc1ccc(Cc2nc3cc(C(=O)NCCOCCOCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1,6.4
CHEMBL4447210,CCOc1ccc(Cc2nc3cc(C(=O)NCCSSCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1,7.1
CHEMBL1083064,CNC(=O)Oc1cccc(-c2cn3ccccc3[n+]2C)c1.[I-],6.46
CHEMBL74560,CCCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,7.66
CHEMBL1084254,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)N(c1ccccc1)CCC2,5.83
CHEMBL76384,O=C(CCC1CCN(Cc2ccc(F)cc2)CC1)c1ccc2c(c1)NCCCC2,6.41
CHEMBL420378,O=C(CCC1CCN(Cc2cccc(Cl)c2)CC1)c1ccc2c(c1)NCCCC2,6.48
CHEMBL307832,O=C(CCC1CCN(Cc2cccc([N+](=O)[O-])c2)CC1)c1ccc2c(c1)NCCCC2,6.41
CHEMBL73447,COc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)CCN4)CC2)c1,5.57
CHEMBL60180,COc1ccc(C(=O)COc2ccc([N+](C)(C)C)cc2)cc1OC.[Br-],5.0
CHEMBL348607,CCCCNC(=O)Oc1ccc2c(c1Br)c1c(n2C)/C(=N\C)CC1,5.5
CHEMBL77896,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1,5.96
CHEMBL1770550,O=C1C=C(NCCCNCc2cc3ccccc3o2)C(=O)C=C1NCCCNCc1cc2ccccc2o1,4.66
CHEMBL1770553,O=C1C=C(NCCCCCCNCc2nc3ccccc3s2)C(=O)C=C1NCCCCCCNCc1nc2ccccc2s1,4.66
CHEMBL4214755,CCN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(OC)c(O)c2)cc1,5.56
CHEMBL3891025,COc1cc(/C=C/C(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)ccc1O,5.08
CHEMBL1915758,COC(=O)[C@H](C)CC(=O)C[C@@H](C)[C@H]1C[C@@H]2OC(C)(C)O[C@H]3C[C@H]4C(C)(C)C(=O)CC[C@]4(C)C4=C3[C@@]2(C)[C@]1(C)CC4=O,4.74
CHEMBL60379,CCN1CCC2CC1c1ccc(OC(=O)NC)cc12,6.77
CHEMBL343365,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](NC(=O)c5ccccc5)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C)N(C)C,4.11
CHEMBL1834810,CC[C@H](C)C(=O)OCCCc1cc(OC)c2oc(-c3ccc4c(c3)OCO4)cc2c1,5.23
CHEMBL1085026,COc1cccc2n1cc(-c1ccc(OC(=O)N(C)C)cc1)[n+]2C.[Cl-],5.09
CHEMBL1243140,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2,6.08
CHEMBL393621,CC(C)C1=N[C@H]2CC=C3CC4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CO1,6.52
CHEMBL173935,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,7.71
CHEMBL136916,CC(=O)CCC[N+](C)(C)C,4.07
CHEMBL4176452,COCCNC(=O)c1cc2c(OC(=O)N(C)C)cccc2[n+](C)c1.[I-],7.7
CHEMBL4165471,c1cc2cc3c(cc2c([C@H]2Oc4ccc5c(c4O2)OCO5)n1)OCO3,4.11
CHEMBL287691,CCN1CC[C@H]2c3cc(OC(=O)NC)ccc3CC21,6.6
CHEMBL99581,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C=O,6.41
